date,revenue,spend,clicks,impressions,conversions,budget,roas,ctr,cvr,cpc,cpm,revenue_lag_1,spend_lag_1,revenue_lag_3,spend_lag_3,revenue_lag_7,spend_lag_7,revenue_lag_14,spend_lag_14,revenue_lag_30,spend_lag_30,revenue_lag_60,spend_lag_60,revenue_roll_mean_3,revenue_roll_mean_7,revenue_roll_mean_14,revenue_roll_mean_30,revenue_roll_mean_60,revenue_roll_std_7,revenue_roll_std_14,revenue_roll_std_30,spend_roll_mean_7,spend_roll_mean_14,spend_roll_mean_30,revenue_growth,spend_growth,conversion_growth,click_growth,day_of_week,week_of_year,month,quarter,is_weekend,campaign_age,channel_share,budget_utilization,channel_revenue_share,spend_x_clicks,spend_x_conversions,ctr_x_cvr,roas_x_budget
2024-01-11,5552.206532469777,934.967682,2539.0,234360.0,64.250669,1971.9,5.938394063624733,0.010833760027308414,0.02530550177235132,0.36824248995667586,3.9894507680491547,6072.721976232238,840.431431,4668.298692370062,1101.264447,6283.731032396553,1220.5816320000001,0.0,0.0,0.0,0.0,0.0,0.0,5297.661393092618,5727.138102203149,5528.907669042682,5528.907669042682,5528.907669042682,1200.1952751136107,1068.3049074132923,1068.3049074132923,1092.4098198571428,1049.7270255454546,1049.7270255454546,-0.08571369573639043,0.11248538252253915,-0.21605450698565642,0.08411614005123824,3,2,1,1,0,11,0.0004889944366233971,0.47414558649018707,0.0004889944366233971,2373882.944598,60072.29906187926,0.00027415373357228193,11709.919254061611
2024-01-12,4582.771488912616,304.347153,757.0,31308.0,38.047112,1971.9,15.05771105048785,0.02417912354669733,0.0502603857331572,0.4020437952443857,9.721066596397087,5552.206532469777,934.967682,4268.055670575837,805.476669,7447.201548617333,1197.553312,0.0,0.0,0.0,0.0,0.0,0.0,5402.5666658715445,5317.933807959618,5450.062987365176,5450.062987365176,5450.062987365176,985.0238402667031,1054.5714173599545,1054.5714173599545,964.8089399999999,987.6120361666667,987.6120361666667,-0.17460356308574287,-0.6744837721567365,-0.40783321649148907,-0.701851122489169,4,2,1,1,0,12,0.0004036142656598465,0.15434208276281758,0.0004036142656598465,230390.794821,11579.530217072135,0.0012152520761466719,29692.30042045699
2024-01-13,954.6149169132171,211.50237099999998,604.0,7394.0,8.945018,1971.9,4.513495108351373,0.08168785501758183,0.014809632450331124,0.350169488410596,28.604594400865565,4582.771488912616,304.347153,6072.721976232238,840.431431,7062.359590154985,1354.954728,0.0,0.0,0.0,0.0,0.0,0.0,3696.5309794318705,4445.398854639365,5104.259289638102,5104.259289638102,5104.259289638102,1657.7063228739687,1604.364890069856,1604.364890069856,801.4586032857143,927.9112926923076,927.9112926923076,-0.7916948468360737,-0.30506210123805566,-0.7648962686050915,-0.20211360634081899,5,2,1,1,1,13,8.407493142741997e-05,0.10725816268573456,8.407493142741997e-05,127747.43208399999,1891.8925156376777,0.001209767108466324,8900.161004158073
2024-01-14,1731.2737429162723,212.09491400000002,609.0,6730.0,17.965194,1971.9,8.162731063491094,0.09049034175334324,0.029499497536945814,0.34826751067323486,31.514846062407134,954.6149169132171,211.50237099999998,5552.206532469777,934.967682,5019.122705001811,1412.22047,0.0,0.0,0.0,0.0,0.0,0.0,2422.8867162473684,3975.706145770003,4863.3317505865425,4863.3317505865425,4863.3317505865425,1914.0262492815984,1785.6743349660228,1785.6743349660228,630.0120952857143,876.7815513571429,876.7815513571429,0.8135833750790429,0.002801590342455418,1.008402218978207,0.008278145695364225,6,2,1,1,1,14,0.00015247689789767938,0.10755865611846444,0.00015247689789767938,129165.802626,3810.3262764233164,0.002669419613670134,16096.08938409809
2024-01-15,935.2345537189804,233.79031500000002,578.0,6571.0,13.007375,1971.9,4.000313501947162,0.08796225840815705,0.022504108996539793,0.4044815138408305,35.57910744178969,1731.2737429162723,212.09491400000002,4582.771488912616,304.347153,4668.298692370062,1101.264447,5290.066458225765,781.12868,0.0,0.0,0.0,0.0,1207.0410711828233,3442.4112688198484,4552.2723288360585,4601.458604128706,4601.458604128706,2189.1755671800383,2063.333009040152,1997.3824158621667,506.0872192857143,837.6859538571429,833.9154689333334,-0.45979972402076097,0.10229100071678277,-0.27596801904838886,-0.05090311986863716,0,3,1,1,0,15,8.236806232478465e-05,0.11856093868857448,8.236806232478465e-05,135130.80207,3040.9982985731253,0.001979512250798965,7888.218194489609
2024-01-16,1089.868502614965,220.321739,506.0,6018.0,13.408314,1971.9,4.946713418120602,0.0840810900631439,0.026498644268774706,0.43541845652173916,36.61045845795945,935.2345537189804,233.79031500000002,954.6149169132171,211.50237099999998,4268.055670575837,805.476669,4409.429305891986,842.414078,0.0,0.0,0.0,0.0,1252.1255997500725,2988.3845305397235,4315.1608428877,4381.984222784096,4381.984222784096,2315.337441885709,2262.1669412720976,2119.9696882851745,422.49365785714286,793.2507867857142,795.5658608125,0.1653424248292361,-0.0576096405020029,0.03082397486041577,-0.12456747404844293,1,3,1,1,0,16,9.598699747805019e-05,0.1117306856331457,9.598699747805019e-05,111482.79993400001,2954.1430575380464,0.002228034895314058,9754.424189192016
2024-01-17,1149.5235563703764,195.787851,465.0,6779.0,7.512365,1971.9,5.871271125859471,0.0685941879333235,0.016155623655913977,0.4210491419354839,28.88152397108718,1089.868502614965,220.321739,1731.2737429162723,212.09491400000002,6072.721976232238,840.431431,4744.790847533148,1056.004152,0.0,0.0,0.0,0.0,1058.2088709014406,2285.0704705594576,4058.3560363760735,4191.839477700936,4191.839477700936,1939.520660431664,2408.9510337685465,2197.2744301068815,330.4017178571429,731.8067652857143,760.2848014117648,0.054736010456562845,-0.11135482186803192,-0.4397233686502271,-0.0810276679841897,2,3,1,1,0,17,0.00010124094277570283,0.09928893503727368,0.00010124094277570283,91041.350715,1470.829799277615,0.0011081818852338103,11577.559533082293
2024-01-18,2033.2096233437562,227.736189,485.0,7858.0,17.327944,1971.9,8.927916253765694,0.061720539577500635,0.03572771958762886,0.46955915257731956,28.981444260626112,1149.5235563703764,195.787851,935.2345537189804,233.79031500000002,5552.206532469777,934.967682,6283.731032396553,1220.5816320000001,0.0,0.0,0.0,0.0,1424.2005607763658,1782.3566263985977,3754.7473643008734,4071.9155969033154,4071.9155969033154,1303.242733146572,2374.5123392604846,2191.5486106458834,229.36864742857145,660.8892336428571,730.6987673888889,0.7687411554780321,0.1631783475676436,1.3065897357223721,0.043010752688172005,3,3,1,1,0,18,0.00017906902210678194,0.11549073938840711,0.00017906902210678194,110452.05166499999,3946.1999297654156,0.002205134130822092,17604.958060800574
2024-01-19,4414.797581070148,200.03644699999998,536.0,6945.0,12.645282,1971.9,22.069965985099447,0.07717782577393809,0.023591944029850747,0.37320232649253726,28.8029441324694,2033.2096233437562,227.736189,1089.868502614965,220.321739,4582.771488912616,304.347153,7447.201548617333,1197.553312,0.0,0.0,0.0,0.0,2532.5102535947603,1758.3603538496736,3538.1470809046455,4089.9620171226225,4089.9620171226225,1243.2511786283735,2138.343065724962,2131.2545937480713,214.467118,589.638029,702.7691715789474,1.1713440318119797,-0.12163083136514596,-0.2702376000291783,0.1051546391752578,4,3,1,1,0,19,0.0003888204524339684,0.10144350474161974,0.0003888204524339684,107219.53559199999,2529.5172825930536,0.0018207749460043196,43519.7659260176
2024-01-20,2002.338687162457,214.78871300000003,618.0,7434.0,16.567794,1971.9,9.322364565601996,0.08313155770782889,0.026808728155339804,0.34755455177993533,28.892751277912296,4414.797581070148,200.03644699999998,1149.5235563703764,195.787851,954.6149169132171,211.50237099999998,7062.359590154985,1354.954728,0.0,0.0,0.0,0.0,2816.7819638587875,1908.0351781709937,3176.7170164051795,3985.580850624614,3985.580850624614,1192.3884844745876,1912.5583711180307,2126.2852854846824,214.93659542857145,508.19759935714285,678.37014865,-0.546448359093943,0.07374789055316522,0.3101956919584712,0.15298507462686572,5,3,1,1,1,20,0.00017635015421926188,0.10892474922663423,0.00017635015421926188,132739.42463400002,3558.5751505091225,0.002228651331719128,18382.770686910575
2024-01-21,1401.6063351341627,248.370741,621.0,7756.0,13.604115,1971.9,5.643202293035646,0.08006704486848891,0.021906787439613527,0.399952884057971,32.02304551315111,2002.338687162457,214.78871300000003,2033.2096233437562,227.736189,1731.2737429162723,212.09491400000002,5019.122705001811,1412.22047,0.0,0.0,0.0,0.0,2606.247534455589,1860.9398342021207,2918.322989986062,3862.534445125069,3862.534445125069,1206.954953284443,1888.7164625557741,2147.785705217998,220.11885642857143,425.0654758571428,657.8939863809525,-0.30001535498452603,0.15634912808477042,-0.17888193201822755,0.004854368932038833,6,3,1,1,1,21,0.0001234424000995941,0.12595503879507075,0.0001234424000995941,154238.230161,3378.864123199215,0.0017540117328519855,11127.830601636992
2024-01-22,2699.9575443333083,254.946911,529.0,6653.0,12.488434999999999,1971.9,10.590273613212393,0.07951300165338945,0.023607627599243855,0.48194123062381855,38.32059386742823,1401.6063351341627,248.370741,4414.797581070148,200.03644699999998,935.2345537189804,233.79031500000002,4668.298692370062,1101.264447,0.0,0.0,0.0,0.0,2034.6341888766426,2113.043118575596,2777.727193697722,3809.690040543625,3809.690040543625,1164.9441721389678,1820.4559108794058,2110.628636629015,223.14122728571428,364.6142232857143,639.5782102272727,0.9263308652745683,0.026477233081170448,-0.08201047991728982,-0.14814814814814814,0,4,1,1,0,22,0.0002377909053954206,0.12928997971499567,0.0002377909053954206,134866.915919,3183.8879264742845,0.0018771133323312792,20882.96053789352
2024-01-23,759.798703600252,262.23938799999996,496.0,5943.0,12.729846,1971.9,2.8973477607423797,0.0834595322227831,0.025665012096774194,0.528708443548387,44.12575938078411,2699.9575443333083,254.946911,2002.338687162457,214.78871300000003,1089.868502614965,220.321739,4268.055670575837,805.476669,0.0,0.0,0.0,0.0,1620.4541943559077,2065.890290144923,2527.137410342323,3677.0860693721743,3677.0860693721743,1218.7008090938455,1840.8735274689716,2157.9370150591185,229.12946285714284,325.8115603571428,623.1721744782609,-0.7185886477382122,0.028603904128102764,0.019330764823614954,-0.06238185255198492,1,4,1,1,0,23,6.691706024288014e-05,0.13298817789948778,6.691706024288014e-05,130070.73644799998,3338.2670243742477,0.0021419899040888437,5713.280049407898
2024-01-24,526.506961780489,189.82150000000001,470.0,5838.0,8.477238,1971.9,2.7736950860702763,0.08050702295306612,0.01803667659574468,0.40387553191489367,32.51481671805413,759.798703600252,262.23938799999996,1401.6063351341627,248.370741,1149.5235563703764,195.787851,6072.721976232238,840.431431,0.0,0.0,0.0,0.0,1328.7544032380165,1976.887919489225,2130.979195024341,3545.811939889187,3545.811939889187,1315.6692251168447,1600.210878163578,2206.312945643719,228.27712699999998,279.3394224285714,605.115896375,-0.3070441430267342,-0.2761518342164525,-0.3340659423531126,-0.05241935483870963,2,4,1,1,0,24,4.637056882673666e-05,0.09626324864344034,4.637056882673666e-05,89216.10500000001,1609.162033017,0.0014520791366906475,5469.449340221978
2024-01-25,2162.723037539148,219.296395,458.0,7016.0,20.345661999999997,1971.9,9.86210027547032,0.0652793614595211,0.04442284279475982,0.4788130895196506,31.256612742303304,526.506961780489,189.82150000000001,2699.9575443333083,254.946911,2033.2096233437562,227.736189,5552.206532469777,934.967682,0.0,0.0,0.0,0.0,1149.6762343066298,1995.3898358028523,1888.873231100725,3490.488383795186,3490.488383795186,1317.5026483175134,1263.8272191433778,2177.5005189434723,227.07144214285714,228.2200447857143,589.68311632,3.1076817488328476,0.15527690488169132,1.4000343036257799,-0.025531914893617058,3,4,1,1,0,25,0.00019047553925258357,0.11121070794665043,0.00019047553925258357,100437.74891,4461.730330488489,0.0028998948118586086,19447.075533199924
2024-01-26,4356.741018310306,1381.173692,2879.0,303589.0,64.285657,1971.9,3.1543759076395044,0.009483215795038687,0.022329161861757554,0.47974077526919073,4.5494852975568945,2162.723037539148,219.296395,759.798703600252,262.23938799999996,4414.797581070148,200.03644699999998,4582.771488912616,304.347153,0.0,0.0,0.0,0.0,2348.657005876648,1987.0960411228748,1872.7281974862742,3523.8057928149983,3523.8057928149983,1299.7976400194366,1227.6934107434934,2140.2592046146556,395.8053342857143,305.13622614285714,620.1250615384615,1.014470157615567,5.298205184813915,2.159673890188484,5.286026200873362,4,4,1,1,0,26,0.00038370728958006214,0.7004278573964197,0.00038370728958006214,3976399.059268,88789.65822133565,0.0002117522604573947,6220.113852274339
2024-01-27,10818.78039841284,3100.0220029999996,5975.0,691700.0,149.528242,1971.9,3.489904390337594,0.008638137921064045,0.02502564719665272,0.5188321343933053,4.481743534769408,4356.741018310306,1381.173692,526.506961780489,189.82150000000001,2002.338687162457,214.78871300000003,954.6149169132171,211.50237099999998,0.0,0.0,0.0,0.0,5779.414818087432,3246.587714158644,2577.311446164819,3793.99003746677,3793.99003746677,3583.0858385246997,2657.830183055048,2524.9783233356984,807.9815185714285,511.459057,711.9730964074074,1.4832277964065756,1.2444838190561187,1.3259969482772807,1.0753733935394236,5,4,1,1,1,27,0.0009528326071690375,1.5720989923424107,0.0009528326071690375,18522631.467924997,463540.84026990866,0.00021617499204857599,6881.742467306702
2024-01-28,7621.7526390264475,3174.465146,5971.0,735934.0,122.28752600000001,1971.9,2.4009564725038084,0.008113499308361891,0.020480242170490708,0.5316471522358064,4.313518801957785,10818.78039841284,3100.0220029999996,2162.723037539148,219.296395,1401.6063351341627,248.370741,1731.2737429162723,212.09491400000002,0.0,0.0,0.0,0.0,7599.091351916531,4135.180043286114,2998.059938744117,3930.69584466533,3930.69584466533,3813.1780773298683,2962.3924024896896,2581.2134170944164,1225.995005,723.0569307142857,799.9192410357143,-0.2955072237029056,0.024013746653397616,-0.18217773201667142,-0.0006694560669455729,6,4,1,1,1,28,0.0006712636887709141,1.6098509792585831,0.0006712636887709141,18954731.386766,388197.48907756887,0.0001661664306853604,4734.44606813026
2024-01-29,10694.818402737208,2804.8574650000005,4846.0,571867.0,171.77827899999997,1971.9,3.8129632383074434,0.008473998324785308,0.03544743685513825,0.5787984863805201,4.9047374039767995,7621.7526390264475,3174.465146,4356.741018310306,1381.173692,2699.9575443333083,254.946911,935.2345537189804,233.79031500000002,0.0,0.0,0.0,0.0,9711.783813392165,5277.303023058099,3695.173070816847,4163.9414501160845,4163.9414501160845,4454.9567857124775,3532.990691288461,2828.8535357171168,1590.2679412857142,906.7045842857143,869.055041862069,0.4031967329896571,-0.11643148184056307,0.40470810571472304,-0.18841065148216374,0,5,1,1,0,29,0.0009419150150579325,1.4224136442010247,0.0009419150150579325,13592339.275390003,481813.58817800274,0.00030038152052837454,7518.782209618448
2024-01-30,8818.117755985422,3010.59033,4914.0,587320.0,138.684436,1971.9,2.929032777430539,0.00836681877000613,0.02822231094831095,0.6126557448107448,5.125979585234625,10694.818402737208,2804.8574650000005,10818.78039841284,3100.0220029999996,759.798703600252,262.23938799999996,1089.868502614965,220.321739,0.0,0.0,0.0,0.0,9044.896265916359,6428.491459113124,4247.190874629023,4319.080660311729,4319.080660311729,4121.745580148479,3694.664771881275,2906.632469044513,1982.8895044285714,1106.0094836428573,940.4395514666667,-0.17547756082248833,0.07334877710087118,-0.19265441004913064,0.014032191498142721,1,5,1,1,0,30,0.0007766300657134892,1.5267459455347634,0.0007766300657134892,14794040.88162,417522.0219431039,0.00023613096097527757,5775.75973381528
2024-01-31,12073.80991060846,3060.14272,5064.0,560949.0,179.68748600000004,1971.9,3.9455054928315434,0.0090275586550649,0.035483310821485,0.6042935860979463,5.4552957933787205,8818.117755985422,3010.59033,7621.7526390264475,3174.465146,526.506961780489,189.82150000000001,1149.5235563703764,195.787851,5290.066458225765,781.12868,0.0,0.0,10528.915356443697,8078.106166088547,5027.497042788886,4545.205442057819,4569.233216772914,3649.664788410775,4119.309648942667,3230.5967037763917,2392.9353929999997,1310.60626,1016.4066861333333,0.36920488529575257,0.016459359982067046,0.2956571853527963,0.030525030525030417,2,5,1,1,0,31,0.0010633656800424706,1.5518752066534813,0.0010633656800424706,15496562.73408,549869.352158002,0.00032032766971685497,7780.142281314521
2024-02-01,15363.301546528764,4323.516367,6839.0,857718.0,250.540769,1971.9,3.5534274054776036,0.007973483126155683,0.036634123263635035,0.6321854608860945,5.040720104976228,12073.80991060846,3060.14272,10694.818402737208,2804.8574650000005,2162.723037539148,219.296395,2033.2096233437562,227.736189,4409.429305891986,842.414078,0.0,0.0,12085.076404374215,9963.903095944206,5979.6464658735285,4910.334516745711,4906.547852077784,3490.6785910402914,4849.774888077039,3785.995463055463,2979.2525318571425,1603.161987,1132.4434291,0.272448519587015,0.41284794945772996,0.3943139535048086,0.35051342812006325,3,5,2,1,0,32,0.0013530780853496813,2.192563703534662,0.0013530780853496813,29568528.433913,1083217.1153722664,0.0002921015636841013,7007.003500861287
2024-02-02,11828.163808930947,3559.755876,5792.0,686779.0,173.88728600000002,1971.9,3.322745778348691,0.008433571789469393,0.03002197617403315,0.6145987354972376,5.183262557533064,15363.301546528764,4323.516367,8818.117755985422,3010.59033,4356.741018310306,1381.173692,4414.797581070148,200.03644699999998,4744.790847533148,1056.004152,0.0,0.0,13088.425088689391,11031.249208890014,6509.172625006444,5146.446948792304,5116.293790164244,2488.963288970888,5065.6835348646355,3990.659666903287,3290.4785581428578,1843.1419462142858,1215.9018199,-0.2301027371552541,-0.17665261934233356,-0.3059521342811875,-0.15309255739143146,4,5,2,1,0,33,0.001041731114325929,1.8052415822303363,0.001041731114325929,20618106.033792,618996.2881001927,0.0002531924913254483,6552.122400325784
2024-02-03,12483.076497523176,4152.976947,6802.0,832964.0,172.005673,1971.9,3.0058140598494334,0.008166019179700444,0.025287514407527197,0.6105523297559542,4.985782034997912,11828.163808930947,3559.755876,12073.80991060846,3060.14272,10818.78039841284,3100.0220029999996,2002.338687162457,214.78871300000003,6283.731032396553,1220.5816320000001,0.0,0.0,13224.84728432763,11269.005794477203,7257.796754317924,5353.091797629858,5332.963869792447,2544.162981078206,5122.535339046383,4206.264736517177,3440.900693,2124.441105785714,1313.6483303999998,0.05536892278222694,0.16664655995078692,-0.010820877381455096,0.17437845303867405,5,5,2,1,1,34,0.0010994106439548847,2.1060788817891374,0.0010994106439548847,28248549.193494,714335.5947222203,0.0002064983276588184,5927.164744617098
2024-02-04,11197.614418389798,3984.649804,6740.0,798477.0,156.483514,1971.9,2.8101878381254597,0.008441069686415514,0.023217138575667658,0.5911943329376855,4.990312562540938,12483.076497523176,4152.976947,15363.301546528764,4323.516367,7621.7526390264475,3174.465146,1401.6063351341627,248.370741,7447.201548617333,1197.553312,0.0,0.0,11836.284908281306,11779.843191529111,7957.511617407612,5478.1055599556075,5500.525314038086,1987.9867903140628,4926.362150111924,4324.714556132231,3556.641358428572,2391.318181714286,1406.5515468,-0.10297638401786868,-0.04053168248901429,-0.09024213404868331,-0.009114966186415718,6,5,2,1,1,35,0.000986197311289654,2.020715961255642,0.000986197311289654,26856539.67896,623532.0033893313,0.00019597748463637653,5541.409397999594
2024-02-05,12756.71443517089,3467.3918989999997,5448.0,627954.0,165.86746200000002,1971.9,3.679051808031836,0.00867579472381735,0.030445569383259916,0.6364522575256975,5.521729137803087,11197.614418389798,3984.649804,11828.163808930947,3559.755876,10694.818402737208,2804.8574650000005,2699.9575443333083,254.946911,7062.359590154985,1354.954728,0.0,0.0,12145.801783694622,12074.399767591065,8675.851395324582,5667.917388122804,5702.086122958442,1952.8697886969314,4833.090083245178,4517.318987429086,3651.289134714286,2620.778538,1476.9661191666667,0.13923501547084793,-0.12981263861149095,0.05996764617645289,-0.19169139465875373,0,6,2,1,0,36,0.0011235105091843777,1.7584014904406915,0.0011235105091843777,18890351.065752,575127.4940464904,0.00026413951021890146,7254.722260257978
2024-02-06,7469.074478185141,2542.9076760000003,4120.0,452145.0,111.26874699999999,1971.9,2.9372181100707566,0.009112121111590309,0.027006977427184463,0.6172106009708739,5.624097747404042,12756.71443517089,3467.3918989999997,12483.076497523176,4152.976947,8818.117755985422,3010.59033,759.798703600252,262.23938799999996,5019.122705001811,1412.22047,0.0,0.0,10474.46777724861,11881.67929933388,9155.085379223503,5749.582447228915,5749.842564991596,2353.2906995513604,4289.889582019666,4527.3197942289635,3584.477327,2783.683415714286,1514.6556927,-0.414498575150939,-0.2666223634157483,-0.32917073874320224,-0.24375917767988253,1,6,2,1,0,37,0.0006578170039603472,1.28957232922562,0.0006578170039603472,10476779.62512,282946.150845202,0.00024609084917449046,5791.900391248525
