date,channel,campaign_id,campaign_name,campaign_type,revenue,spend,clicks,impressions,conversions,budget
2024-08-07,bing,566560838,Search_TM_Campaign_02,Search,1647.9293302505553,161.11,339.0,14525.0,0.0,10.0
2024-08-08,bing,566560838,Search_TM_Campaign_02,Search,2184.521550875868,213.57,415.0,16171.0,0.0,10.0
2024-08-09,bing,566560838,Search_TM_Campaign_02,Search,2295.7064048254892,224.44,423.0,16571.0,0.0,10.0
2024-08-10,bing,566560838,Search_TM_Campaign_02,Search,1711.2443482770645,167.3,340.0,13755.0,0.0,10.0
2024-08-11,bing,566560838,Search_TM_Campaign_02,Search,1424.229904686781,139.24,320.0,12902.0,0.0,10.0
2024-08-12,bing,566560838,Search_TM_Campaign_02,Search,1874.0836191950016,183.22,401.0,17340.0,0.0,10.0
2024-08-13,bing,566560838,Search_TM_Campaign_02,Search,2127.13911935265,207.96,432.0,16628.0,0.0,10.0
2024-08-14,bing,566560838,Search_TM_Campaign_02,Search,1897.4048213113895,185.5,413.0,17570.0,0.0,10.0
2024-08-15,bing,566560838,Search_TM_Campaign_02,Search,1582.3640207917624,154.7,357.0,17270.0,0.0,10.0
2024-08-16,bing,566560838,Search_TM_Campaign_02,Search,1551.9850864559414,151.73,355.0,16403.0,0.0,10.0
2024-08-17,bing,566560838,Search_TM_Campaign_02,Search,1430.1624911900726,139.82,329.0,14640.0,0.0,10.0
2024-08-18,bing,566560838,Search_TM_Campaign_02,Search,1619.084685527654,158.29,349.0,15002.0,0.0,10.0
2024-08-19,bing,566560838,Search_TM_Campaign_02,Search,1749.8061605484604,171.07,389.0,19154.0,0.0,10.0
2024-08-20,bing,566560838,Search_TM_Campaign_02,Search,1788.0611148972723,174.81,403.0,20034.0,0.0,10.0
2024-08-21,bing,566560838,Search_TM_Campaign_02,Search,1658.0556416958289,162.1,387.0,18880.0,0.0,10.0
2024-08-22,bing,566560838,Search_TM_Campaign_02,Search,1773.1273626648483,173.35,417.0,19293.0,0.0,10.0
2024-08-23,bing,566560838,Search_TM_Campaign_02,Search,1771.7976450003175,173.22,395.0,17352.0,0.0,10.0
2024-08-24,bing,566560838,Search_TM_Campaign_02,Search,1957.4466881636693,191.37,414.0,16133.0,0.0,10.0
2024-08-25,bing,566560838,Search_TM_Campaign_02,Search,1670.9436744443592,163.36,359.0,15321.0,0.0,10.0
2024-08-26,bing,566560838,Search_TM_Campaign_02,Search,171.02214885351177,16.72,56.0,990.0,0.0,10.0
2024-08-27,bing,566560838,Search_TM_Campaign_02,Search,56.05271385868688,5.48,28.0,170.0,0.0,10.0
2024-08-28,bing,566560838,Search_TM_Campaign_02,Search,44.903542671466305,4.39,29.0,151.0,0.0,10.0
2024-08-29,bing,566560838,Search_TM_Campaign_02,Search,36.41380681330753,3.56,26.0,131.0,0.0,10.0
2024-08-30,bing,566560838,Search_TM_Campaign_02,Search,41.52810552304173,4.06,29.0,191.0,0.0,10.0
2024-08-31,bing,566560838,Search_TM_Campaign_02,Search,213.0,5.33,31.0,120.0,2.0,10.0
2024-09-01,bing,566560838,Search_TM_Campaign_02,Search,43.06239513596199,4.21,30.0,119.0,0.0,10.0
2024-09-02,bing,566560838,Search_TM_Campaign_02,Search,43.16468111015668,4.22,23.0,104.0,0.0,10.0
2024-09-03,bing,566560838,Search_TM_Campaign_02,Search,87.04536403967614,8.51,45.0,125.0,0.0,10.0
2024-09-04,bing,566560838,Search_TM_Campaign_02,Search,49.81326943281115,4.87,26.0,117.0,0.0,10.0
2024-09-05,bing,566560838,Search_TM_Campaign_02,Search,65.76988140718187,6.430000000000001,37.0,120.0,0.0,10.0
2024-09-06,bing,566560838,Search_TM_Campaign_02,Search,60.96244062003171,5.96,32.0,113.0,0.0,10.0
2024-09-07,bing,566560838,Search_TM_Campaign_02,Search,63.826447897482865,6.24,35.0,136.0,0.0,10.0
2024-09-08,bing,566560838,Search_TM_Campaign_02,Search,151.59,5.24,29.0,118.0,1.0,10.0
2024-09-09,bing,566560838,Search_TM_Campaign_02,Search,66.7927411491287,6.53,37.0,161.0,0.0,10.0
2024-09-10,bing,566560838,Search_TM_Campaign_02,Search,41.118961626262994,4.02,22.0,146.0,0.0,10.0
2024-09-11,bing,566560838,Search_TM_Campaign_02,Search,72.31618375564165,7.07,37.0,138.0,0.0,10.0
2024-09-12,bing,566560838,Search_TM_Campaign_02,Search,106.37,4.58,24.0,123.0,1.0,10.0
2024-09-13,bing,566560838,Search_TM_Campaign_02,Search,45.31268656824504,4.43,28.0,127.0,0.0,10.0
2024-09-14,bing,566560838,Search_TM_Campaign_02,Search,216.05,8.24,48.0,160.0,3.0,10.0
2024-09-15,bing,566560838,Search_TM_Campaign_02,Search,210.26,4.16,26.0,124.0,1.0,10.0
2024-09-16,bing,566560838,Search_TM_Campaign_02,Search,53.393278529625086,5.22,32.0,166.0,0.0,10.0
2024-09-17,bing,566560838,Search_TM_Campaign_02,Search,546.92,7.220000000000001,35.0,166.0,3.0,10.0
2024-09-18,bing,566560838,Search_TM_Campaign_02,Search,59.121293084527395,5.78,29.0,130.0,0.0,10.0
2024-09-19,bing,566560838,Search_TM_Campaign_02,Search,25.0,7.82,43.0,157.0,1.0,10.0
2024-09-20,bing,566560838,Search_TM_Campaign_02,Search,213.25,12.05,34.0,123.0,1.0,10.0
2024-09-21,bing,566560838,Search_TM_Campaign_02,Search,51.34755904573141,5.0200000000000005,23.0,102.0,0.0,10.0
2024-09-22,bing,566560838,Search_TM_Campaign_02,Search,43.45,6.8500000000000005,24.0,123.0,1.0,10.0
2024-09-23,bing,566560838,Search_TM_Campaign_02,Search,103.58,12.14,46.0,191.0,1.0,10.0
2024-09-24,bing,566560838,Search_TM_Campaign_02,Search,93.6939523623306,9.16,30.0,129.0,0.0,10.0
2024-09-25,bing,566560838,Search_TM_Campaign_02,Search,73.33904349758848,7.17,25.0,180.0,0.0,10.0
2024-09-26,bing,566560838,Search_TM_Campaign_02,Search,154.3,8.14,25.0,106.0,2.0,10.0
2024-09-27,bing,566560838,Search_TM_Campaign_02,Search,42.34639331659921,4.140000000000001,23.0,127.0,0.0,10.0
2024-09-28,bing,566560838,Search_TM_Campaign_02,Search,84.22,3.12,21.0,135.0,1.0,10.0
2024-09-29,bing,566560838,Search_TM_Campaign_02,Search,228.2,5.3100000000000005,36.0,139.0,3.0,10.0
2024-09-30,bing,566560838,Search_TM_Campaign_02,Search,111.36,9.07,40.0,175.0,1.0,10.0
2024-10-01,bing,566560838,Search_TM_Campaign_02,Search,106.68427108505549,10.43,46.0,139.0,0.0,10.0
2024-10-02,bing,566560838,Search_TM_Campaign_02,Search,131.75,7.02,31.0,136.0,1.0,10.0
2024-10-03,bing,566560838,Search_TM_Campaign_02,Search,48.585837742474936,4.75,26.0,136.0,0.0,10.0
2024-10-04,bing,566560838,Search_TM_Campaign_02,Search,149.14,7.22,36.0,142.0,1.0,10.0
2024-10-05,bing,566560838,Search_TM_Campaign_02,Search,169.86,4.6,25.0,125.0,1.0,10.0
2024-10-06,bing,566560838,Search_TM_Campaign_02,Search,45.37,7.6,32.0,127.0,1.0,10.0
2024-10-07,bing,566560838,Search_TM_Campaign_02,Search,389.97,11.22,48.0,177.0,2.0,10.0
2024-10-08,bing,566560838,Search_TM_Campaign_02,Search,117.32201240130264,11.47,44.0,175.0,0.0,10.0
2024-10-09,bing,566560838,Search_TM_Campaign_02,Search,78.45334220732269,7.670000000000001,40.0,127.0,0.0,10.0
2024-10-10,bing,566560838,Search_TM_Campaign_02,Search,346.72,7.180000000000001,41.0,134.0,3.0,10.0
2024-10-11,bing,566560838,Search_TM_Campaign_02,Search,385.0,5.63,36.0,146.0,2.0,10.0
2024-10-12,bing,566560838,Search_TM_Campaign_02,Search,133.0,11.07,43.0,147.0,1.0,10.0
2024-10-13,bing,566560838,Search_TM_Campaign_02,Search,46.99,10.28,46.0,118.0,1.0,10.0
2024-10-14,bing,566560838,Search_TM_Campaign_02,Search,172.5,10.22,43.0,161.0,2.0,10.0
2024-10-15,bing,566560838,Search_TM_Campaign_02,Search,526.0699999999999,10.06,42.0,159.0,2.0,10.0
2024-10-16,bing,566560838,Search_TM_Campaign_02,Search,72.99,7.53,38.0,160.0,1.0,10.0
2024-10-17,bing,566560838,Search_TM_Campaign_02,Search,175.7,9.23,42.0,140.0,2.0,10.0
2024-10-18,bing,566560838,Search_TM_Campaign_02,Search,255.14,9.28,48.0,164.0,2.0,10.0
2024-10-19,bing,566560838,Search_TM_Campaign_02,Search,155.07,8.129999999999999,47.0,164.0,2.0,10.0
2024-10-20,bing,566560838,Search_TM_Campaign_02,Search,83.05621104608348,8.120000000000001,41.0,148.0,0.0,10.0
2024-10-21,bing,566560838,Search_TM_Campaign_02,Search,120.37,9.74,45.0,192.0,1.0,10.0
2024-10-22,bing,566560838,Search_TM_Campaign_02,Search,541.48,10.58,43.0,184.0,3.0,10.0
2024-10-23,bing,566560838,Search_TM_Campaign_02,Search,845.5,8.1,36.0,141.0,3.0,10.0
2024-10-24,bing,566560838,Search_TM_Campaign_02,Search,200.0,7.819999999999999,40.0,171.0,2.0,10.0
2024-10-25,bing,566560838,Search_TM_Campaign_02,Search,1249.31,10.42,48.0,166.0,3.0,10.0
2024-10-26,bing,566560838,Search_TM_Campaign_02,Search,29.95,10.21,46.0,153.0,1.0,10.0
2024-10-27,bing,566560838,Search_TM_Campaign_02,Search,620.3199999999999,13.71,55.0,185.0,4.0,10.0
2024-10-28,bing,566560838,Search_TM_Campaign_02,Search,695.8299999999999,13.95,59.0,267.0,5.0,10.0
2024-10-29,bing,566560838,Search_TM_Campaign_02,Search,86.86,12.8,44.0,151.0,1.0,10.0
2024-10-30,bing,566560838,Search_TM_Campaign_02,Search,311.05,8.51,43.0,151.0,3.0,10.0
2024-10-31,bing,566560838,Search_TM_Campaign_02,Search,213.0,6.37,31.0,128.0,1.0,10.0
2024-11-01,bing,566560838,Search_TM_Campaign_02,Search,457.47,8.16,45.0,187.0,4.0,10.0
2024-11-02,bing,566560838,Search_TM_Campaign_02,Search,43.54,11.38,65.0,208.0,1.0,10.0
2024-11-03,bing,566560838,Search_TM_Campaign_02,Search,232.11,14.16,74.0,259.0,3.0,10.0
2024-11-04,bing,566560838,Search_TM_Campaign_02,Search,316.23,12.05,58.0,244.0,5.0,10.0
2024-11-05,bing,566560838,Search_TM_Campaign_02,Search,404.83,8.3,46.0,180.0,4.0,10.0
2024-11-06,bing,566560838,Search_TM_Campaign_02,Search,587.88,10.48,51.0,225.0,3.0,10.0
2024-11-07,bing,566560838,Search_TM_Campaign_02,Search,85.56,12.830000000000002,55.0,261.0,2.0,10.0
2024-11-08,bing,566560838,Search_TM_Campaign_02,Search,610.45,9.43,58.0,262.0,7.0,10.0
2024-11-09,bing,566560838,Search_TM_Campaign_02,Search,431.71,15.52,76.0,274.0,4.0,10.0
2024-11-10,bing,566560838,Search_TM_Campaign_02,Search,100.0,20.22,87.0,322.0,1.0,10.0
2024-11-11,bing,566560838,Search_TM_Campaign_02,Search,745.8100000000001,17.35,76.0,326.0,7.0,10.0
2024-11-12,bing,566560838,Search_TM_Campaign_02,Search,605.85,20.33,75.0,281.0,5.0,10.0
2024-11-13,bing,566560838,Search_TM_Campaign_02,Search,537.94,17.259999999999998,86.0,315.0,6.0,10.0
2024-11-14,bing,566560838,Search_TM_Campaign_02,Search,420.32,16.87,83.0,311.0,4.0,10.0
2024-11-15,bing,566560838,Search_TM_Campaign_02,Search,1667.85,22.36,92.0,344.0,8.0,10.0
2024-11-16,bing,566560838,Search_TM_Campaign_02,Search,614.87,19.67,94.0,370.0,6.0,10.0
2024-11-17,bing,566560838,Search_TM_Campaign_02,Search,382.3200000000001,13.87,85.0,286.0,5.0,10.0
2024-11-18,bing,566560838,Search_TM_Campaign_02,Search,1663.34,21.16,101.0,366.0,7.0,10.0
2024-11-19,bing,566560838,Search_TM_Campaign_02,Search,2175.73,27.05,104.0,335.0,17.0,10.0
2024-11-20,bing,566560838,Search_TM_Campaign_02,Search,1627.26,19.59,93.0,379.0,10.0,10.0
2024-11-21,bing,566560838,Search_TM_Campaign_02,Search,1271.01,17.94,101.0,361.0,4.0,10.0
2024-11-22,bing,566560838,Search_TM_Campaign_02,Search,1518.34,19.71,100.0,313.0,15.0,10.0
2024-11-23,bing,566560838,Search_TM_Campaign_02,Search,2494.63,23.21,117.0,366.0,23.0,10.0
2024-11-24,bing,566560838,Search_TM_Campaign_02,Search,808.95,30.43,139.0,487.0,7.0,10.0
2024-11-25,bing,566560838,Search_TM_Campaign_02,Search,695.36,39.1,142.0,502.0,8.0,10.0
2024-11-26,bing,566560838,Search_TM_Campaign_02,Search,1234.87,45.66,156.0,415.0,11.0,10.0
2024-11-27,bing,566560838,Search_TM_Campaign_02,Search,1822.82,41.63,139.0,426.0,13.0,10.0
2024-11-28,bing,566560838,Search_TM_Campaign_02,Search,1163.34,38.24,151.0,496.0,12.0,10.0
2024-11-29,bing,566560838,Search_TM_Campaign_02,Search,1734.2000000000005,50.260000000000005,188.0,548.0,18.0,10.0
2024-11-30,bing,566560838,Search_TM_Campaign_02,Search,853.29,43.99,168.0,488.0,12.0,10.0
2024-12-01,bing,566560838,Search_TM_Campaign_02,Search,1715.4,50.15,182.0,525.0,19.0,10.0
2024-12-02,bing,566560838,Search_TM_Campaign_02,Search,2555.7,51.17,178.0,535.0,11.0,10.0
2024-12-03,bing,566560838,Search_TM_Campaign_02,Search,738.6,43.7,169.0,511.0,9.0,10.0
2024-12-04,bing,566560838,Search_TM_Campaign_02,Search,1108.05,41.54,164.0,529.0,12.0,10.0
2024-12-05,bing,566560838,Search_TM_Campaign_02,Search,2379.23,54.42,208.0,604.0,27.0,10.0
2024-12-06,bing,566560838,Search_TM_Campaign_02,Search,2711.45,48.37,193.0,592.0,25.0,10.0
2024-12-07,bing,566560838,Search_TM_Campaign_02,Search,2793.79,47.78,201.0,640.0,16.0,10.0
2024-12-08,bing,566560838,Search_TM_Campaign_02,Search,2403.59,44.0,209.0,573.0,26.0,10.0
2024-12-09,bing,566560838,Search_TM_Campaign_02,Search,1128.94,40.65,171.0,604.0,9.0,10.0
2024-12-10,bing,566560838,Search_TM_Campaign_02,Search,903.22,38.68,182.0,616.0,8.0,10.0
2024-12-11,bing,566560838,Search_TM_Campaign_02,Search,2651.01,40.190000000000005,189.0,575.0,15.0,10.0
2024-12-12,bing,566560838,Search_TM_Campaign_02,Search,929.15,31.36,161.0,541.0,10.0,10.0
2024-12-13,bing,566560838,Search_TM_Campaign_02,Search,642.6800000000001,35.07,178.0,632.0,7.0,10.0
2024-12-14,bing,566560838,Search_TM_Campaign_02,Search,2452.98,33.02,181.0,553.0,14.0,10.0
2024-12-15,bing,566560838,Search_TM_Campaign_02,Search,2292.23,31.61,179.0,568.0,12.0,10.0
2024-12-16,bing,566560838,Search_TM_Campaign_02,Search,1812.44,35.68,178.0,639.0,11.0,10.0
2024-12-17,bing,566560838,Search_TM_Campaign_02,Search,984.08,30.32,148.0,595.0,8.0,10.0
2024-12-18,bing,566560838,Search_TM_Campaign_02,Search,318.16,22.72,117.0,419.0,2.0,10.0
2024-12-19,bing,566560838,Search_TM_Campaign_02,Search,629.9,20.74,120.0,455.0,6.0,10.0
2024-12-20,bing,566560838,Search_TM_Campaign_02,Search,1637.83,16.91,108.0,446.0,13.0,10.0
2024-12-21,bing,566560838,Search_TM_Campaign_02,Search,899.16,17.2,108.0,473.0,7.0,10.0
2024-12-22,bing,566560838,Search_TM_Campaign_02,Search,410.41,16.2,101.0,438.0,4.0,10.0
2024-12-23,bing,566560838,Search_TM_Campaign_02,Search,200.0,16.66,100.0,484.0,2.0,10.0
2024-12-24,bing,566560838,Search_TM_Campaign_02,Search,310.0,14.1,82.0,393.0,2.0,10.0
2024-12-25,bing,566560838,Search_TM_Campaign_02,Search,376.28,19.39,131.0,593.0,4.0,10.0
2024-12-26,bing,566560838,Search_TM_Campaign_02,Search,1783.71,26.35,139.0,539.0,13.0,10.0
2024-12-27,bing,566560838,Search_TM_Campaign_02,Search,225.0,16.569999999999997,91.0,381.0,1.0,10.0
2024-12-28,bing,566560838,Search_TM_Campaign_02,Search,183.45,21.51,117.0,426.0,3.0,10.0
2024-12-29,bing,566560838,Search_TM_Campaign_02,Search,122.74,14.71,78.0,309.0,1.0,10.0
2024-12-30,bing,566560838,Search_TM_Campaign_02,Search,115.08,13.47,75.0,287.0,2.0,10.0
2024-12-31,bing,566560838,Search_TM_Campaign_02,Search,66.89502712332339,6.54,42.0,253.0,0.0,10.0
2025-01-01,bing,566560838,Search_TM_Campaign_02,Search,59.99,8.48,54.0,230.0,1.0,10.0
2025-01-02,bing,566560838,Search_TM_Campaign_02,Search,50.0,9.31,61.0,282.0,1.0,10.0
2025-01-03,bing,566560838,Search_TM_Campaign_02,Search,92.4,14.84,71.0,226.0,2.0,10.0
2025-01-04,bing,566560838,Search_TM_Campaign_02,Search,101.68,7.55,49.0,204.0,2.0,10.0
2025-01-05,bing,566560838,Search_TM_Campaign_02,Search,66.45,6.489999999999999,37.0,158.0,1.0,10.0
2025-01-06,bing,566560838,Search_TM_Campaign_02,Search,80.294489742827,7.85,40.0,161.0,0.0,10.0
2025-01-07,bing,566560838,Search_TM_Campaign_02,Search,108.32084667217043,10.59,49.0,175.0,0.0,10.0
2025-01-08,bing,566560838,Search_TM_Campaign_02,Search,91.04,11.82,56.0,194.0,1.0,10.0
2025-01-09,bing,566560838,Search_TM_Campaign_02,Search,249.33,6.109999999999999,32.0,144.0,1.0,10.0
2025-01-10,bing,566560838,Search_TM_Campaign_02,Search,62.08758633617324,6.07,37.0,146.0,0.0,10.0
2025-01-11,bing,566560838,Search_TM_Campaign_02,Search,913.78,5.71,33.0,150.0,1.0,10.0
2025-01-12,bing,566560838,Search_TM_Campaign_02,Search,85.71564637514525,8.38,43.0,141.0,0.0,10.0
2025-01-13,bing,566560838,Search_TM_Campaign_02,Search,78.65791415571204,7.689999999999999,40.0,180.0,0.0,10.0
2025-01-14,bing,566560838,Search_TM_Campaign_02,Search,54.006994374793194,5.28,25.0,135.0,0.0,10.0
2025-01-15,bing,566560838,Search_TM_Campaign_02,Search,255.0,7.3,37.0,165.0,1.0,10.0
2025-01-16,bing,566560838,Search_TM_Campaign_02,Search,141.32,13.83,46.0,185.0,3.0,10.0
2025-01-17,bing,566560838,Search_TM_Campaign_02,Search,179.91,12.02,43.0,158.0,2.0,10.0
2025-01-18,bing,566560838,Search_TM_Campaign_02,Search,93.6939523623306,9.16,35.0,136.0,0.0,10.0
2025-01-19,bing,566560838,Search_TM_Campaign_02,Search,148.34,6.53,35.0,139.0,2.0,10.0
2025-01-20,bing,566560838,Search_TM_Campaign_02,Search,126.22089215624014,12.34,46.0,168.0,0.0,10.0
2025-01-21,bing,566560838,Search_TM_Campaign_02,Search,79.47,9.54,31.0,312.0,1.0,10.0
